"longitude","latitude","site","LT_data","extra","outlier","climate","rings","MAT","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","MAP","bio13","bio14","bio15","bio16","bio17","bio18","bio19","elev","Mgmt_zone","Name","US_L3CODE","US_L3NAME","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","VEGTYP_LAB","PNV_GROUPS","longitude","latitude","FID","site","RASTERVALU","Value","Count","MUKEY","Data_Source","areasymbol","areaname","musym","muname","SumOfcomppct_r","temp_regime","moisture_subclass","moisture_regime","temp_moist_regime","moist_regime_subclass","temp_moist_regime_subclass","common_name","RR_class","RR_class_name"
-119.1902188,40.73418122,411,0,1,0,"warm.Pwinter","mid",107,172,42,7970,338,-67,405,14,207,214,9,191,22,7,31,65,27,33,62,1215,"MZ V","Northern Great Basin Management Zone","13","Central Basin and Range","10.1.5","Central Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"62: Barren",-111.5342188,40.61263122,692,693,"144,565",144565,876336,508157,"gSSURGO","UT613","Summit Area, Utah, Parts of Summit, Salt Lake and Wasatch Counties","113","Crandall-Lucky Star-Starley family complex, 30 to 70 percent slopes",65,"Cryic","Typic","Xeric","Cryic-Xeric","Xeric-Typic","Cryic/Xeric-Typic","Cold/moist",1,"High"
-119.1670188,41.30453122,412,0,1,0,"warm.Pwinter","mid",98,168,42,7910,327,-73,400,6,198,204,1,216,25,8,27,73,32,40,67,1330,"MZ V","Northern Great Basin Management Zone","13","Central Basin and Range","10.1.5","Central Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.5226188,40.61263122,703,704,"144,605",144605,789986,508197,"gSSURGO","UT613","Summit Area, Utah, Parts of Summit, Salt Lake and Wasatch Counties","151","Lucky Star gravelly loam, 30 to 60 percent slopes",85,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-114.0862188,37.36818122,413,0,1,0,"warm.Pwinter","mid",113,166,41,8058,330,-66,396,29,147,220,13,302,38,8,27,98,49,65,84,1520,NA,NA,"13","Central Basin and Range","10.1.5","Central Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Great Basin sagebrush","22: Juniper - Pinyon",-111.5110188,40.60328122,691,692,"142,541",142541,7108,504197,"gSSURGO","UT622","Heber Valley Area, Utah - Parts of Wasatch and Utah Counties","BVC","Buell gravelly loam, 6 to 15 percent slopes",100,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-118.4594188,43.22128122,414,1,0,0,"warm.Pwinter","mid",79,164,42,7544,301,-85,386,-10,173,179,-16,263,30,10,27,85,40,50,75,1280,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.4414188,36.82588122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-118.1926188,43.04363122,415,1,0,0,"warm.Pwinter","mid",83,168,42,7628,309,-84,393,-7,178,184,-12,255,28,10,25,79,40,50,70,1258,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.3718188,41.38868122,574,575,"142,418",142418,93380,503929,"gSSURGO","UT604","Rich County, Utah","YCD","Yeljack loam, 6 to 25 percent slopes",85,"Cryic","Typic","Xeric","Cryic-Xeric","Xeric-Typic","Cryic/Xeric-Typic","Cold/moist",1,"High"
-118.1926188,43.03428122,416,1,0,0,"warm.Pwinter","mid",83,168,42,7634,309,-84,393,-7,178,184,-12,255,28,10,25,79,40,50,70,1246,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.3486188,41.74398122,354,355,"142,351",142351,712575,503862,"gSSURGO","UT604","Rich County, Utah","KBD","Kearl loam, 4 to 15 percent slopes",85,"Frigid","Typic","Xeric","Frigid-Xeric","Xeric-Typic","Frigid/Xeric-Typic","Cool/moist",1,"High"
-114.1326188,42.87533122,417,1,0,0,"warm.Pwinter","mid",81,148,36,8825,310,-95,405,-22,189,195,-33,279,36,8,38,106,34,41,98,1279,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.3370188,39.86463122,575,576,"7,752",7752,2982773,674695,"STATSGO2","US","United States","s8170","Zeesix-Toze-Tingey-Skylick-Pritchett-Mortenson (s8170)",40,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-114.1210188,42.87533122,418,1,0,0,"warm.Pwinter","mid",81,148,36,8845,309,-96,405,-22,189,195,-34,281,37,8,38,107,34,41,99,1279,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.2442188,39.67763122,487,488,"7,741",7741,6617273,674394,"STATSGO2","US","United States","s7869","Uinta family-Trag-Senchert family-Senchert-Midfork family-Croydon (s7869)",65,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-114.1442188,42.86598122,419,1,0,0,"warm.Pwinter","mid",82,148,36,8837,311,-93,404,-20,191,197,-32,276,36,8,37,105,33,41,97,1269,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.1978188,40.40693122,665,666,"5,358",5358,127232,2453633,"Utah draft SSURGO","UT650","Uinta National Forest Area, Utah, Parts of Juab, Sanpete, Utah, and Wasatch Counties","TXF","Naphide-Elwood-Dex complex, 5 to 60 percent slopes",90,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-114.1326188,42.86598122,420,1,0,0,"warm.Pwinter","mid",81,148,36,8804,309,-95,404,-21,189,195,-33,279,36,8,37,105,34,41,98,1280,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.1746188,39.60283122,577,578,"7,741",7741,6617273,674394,"STATSGO2","US","United States","s7869","Uinta family-Trag-Senchert family-Senchert-Midfork family-Croydon (s7869)",65,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-119.4918188,42.71638122,421,1,0,0,"warm.Pwinter","mid",75,162,44,6939,289,-76,365,100,163,168,-9,272,31,11,25,85,45,56,67,1461,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.0818188,38.93898122,150,151,"142,943",142943,1242882,504831,"gSSURGO","UT623","Emery Area, Utah, Parts of Emery, Carbon, Grand, and Sevier Counties","27","Cedar Mountain-Lazear-Gerst complex, 5 to 30 percent slopes",85,"Mesic","Ustic","Aridic","Mesic-Aridic","Aridic bordering on Ustic","Mesic/Aridic bordering on Ustic","Warm/dry bordering on summer moist",3,"Low"
-119.4338188,42.71638122,422,1,0,0,"warm.Pwinter","mid",75,162,44,6935,289,-76,365,101,164,168,-9,269,30,11,24,83,45,56,67,1459,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-111.0818188,40.08903122,629,630,"4,036",4036,333618,1395364,"Utah draft SSURGO","UT013","Duchesne Area, Utah, Parts of Duchesne, Utah, and Wasatch Counties","YND","Squaretop-Longridge complex, 5 to 30 percent slopes",85,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-118.8886188,42.34238122,423,1,0,0,"warm.Pwinter","mid",76,169,44,7184,296,-84,380,105,167,173,-11,257,29,10,25,78,42,52,66,1523,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-110.9658188,40.83703122,649,650,"7,713",7713,422859,674292,"STATSGO2","US","United States","s7767","Turner-Fluetsch (s7767)",36,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-119.4338188,42.22083122,424,1,0,0,"warm.Pwinter","mid",73,163,44,7077,289,-80,369,58,164,168,-12,279,30,11,25,84,44,54,74,1585,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.9542188,41.75333122,228,229,"665",665,4975152,676993,"STATSGO2","US","United States","s9051","Wiscow-Thermopolis-Poposhia-Blazon (s9051)",91,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-119.0394188,42.13668122,425,1,0,0,"warm.Pwinter","mid",67,169,44,7195,287,-93,380,94,159,163,-20,268,29,11,24,81,45,55,70,1759,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.8034188,41.64113122,222,223,"208,112",208112,412307,2494477,"gSSURGO","WY723","Lincoln County Area, Wyoming, Southern Part","4054","Polaris-Badland complex, junipers, 10 to 60 percent slopes",45,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-116.8818188,41.54763122,426,1,0,0,"warm.Pwinter","mid",74,172,42,7731,308,-95,403,-13,172,178,-21,278,32,10,29,93,40,51,83,1615,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.7802188,38.20968122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-114.6546188,37.65803122,427,0,1,0,"warm.Pwinter","mid",99,160,41,7902,314,-72,386,16,131,205,4,314,36,10,24,97,56,71,87,1828,"MZ III","Southern Great Basin Management Zone","13","Central Basin and Range","10.1.5","Central Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Great Basin sagebrush","25: Sagebrush",-110.7454188,45.59618122,490,491,"2,155",2155,480619,664341,"STATSGO2","US","United States","s4304","Worock-Rock outcrop-Leavitt-Fossilon-Firada-Cheadle-Babb (s4304)",55,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-117.8214188,44.07213122,428,1,0,0,"warm.Pwinter","mid",77,154,37,8544,308,-98,406,-24,183,189,-32,308,42,11,35,116,45,57,105,1185,"MZ IV","Snake River Plain Management Zone","11","Blue Mountains","6.2.9","Blue Mountains","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Sagebrush steppe","25: Sagebrush",-110.7222188,45.25958122,492,493,"1,455",1455,5965099,664661,"STATSGO2","US","United States","s4624","Worock-Sapphire-Rock outcrop-Garlet-Cowood (s4624)",65,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-117.7982188,44.06278122,429,1,0,0,"warm.Pwinter","mid",80,154,37,8554,311,-95,406,-21,186,192,-29,302,41,11,34,113,44,56,102,1142,"MZ IV","Snake River Plain Management Zone","11","Blue Mountains","6.2.9","Blue Mountains","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS","Sagebrush steppe","25: Sagebrush",-110.7106188,39.14468122,62,63,"142,924",142924,346267,504777,"gSSURGO","UT623","Emery Area, Utah, Parts of Emery, Carbon, Grand, and Sevier Counties","160","Splimo-Chew-Smithpond, nongravelly substratum complex, 2 to 20 percent slopes",85,"Mesic","Ustic","Aridic","Mesic-Aridic","Aridic bordering on Ustic","Mesic/Aridic bordering on Ustic","Warm/dry bordering on summer moist",3,"Low"
-119.7122188,43.53918122,430,1,0,0,"warm.Pwinter","mid",74,156,41,7485,291,-86,377,-14,168,173,-20,255,32,12,26,87,45,52,72,1333,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.6874188,45.06323122,359,360,"227,481",227481,268199,157173,"gSSURGO","MT623","Gallatin National Forest Area, Montana","35-1B","Argic Cryoborolls-Argic Pachic Cryoborolls complex, glacial drift substratum, steep",80,"Cryic","Typic","Udic","Cryic-Udic","Udic-Typic","Cryic/Udic-Typic","Cold/moist",1,"High"
-117.7750188,43.48308122,431,1,0,0,"warm.Pwinter","mid",76,164,40,7982,307,-94,401,-18,175,182,-25,304,37,11,30,105,43,55,95,1326,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.6642188,45.07258122,360,361,"917",917,750145,664186,"STATSGO2","US","United States","s4149","Sebud-Peeler-Dinnen family (s4149)",59,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-117.7634188,43.48308122,432,1,0,0,"warm.Pwinter","mid",76,164,40,8000,307,-94,401,-18,176,182,-25,303,36,11,30,104,43,55,94,1290,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.6526188,46.49378122,399,400,"197,018",197018,171861,2392780,"gSSURGO","MT632","Lewis and Clark National Forest Area, Montana","164E","Skaggs-Farlin, stony-Levengood complex, 8 to 25 percent slopes",90,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-114.1094188,42.87533122,433,1,0,0,"warm.Pwinter","mid",79,148,36,8818,308,-97,405,-23,187,194,-35,285,37,9,38,108,35,42,100,1279,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.6294188,41.50088122,184,185,"196,015",196015,1794120,2376190,"gSSURGO","WY041","Uinta County Area, Wyoming","140","Scully-Langspring silt loams, 1 to 20 percent slopes",85,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-117.1370188,42.37043122,434,1,0,0,"warm.Pwinter","mid",69,173,43,7612,302,-99,401,-17,166,172,-24,307,34,11,28,100,44,56,91,1582,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.6178188,46.46573122,355,356,"207,969",207969,33271,2493514,"gSSURGO","MT632","Lewis and Clark National Forest Area, Montana","240F","Leavitt, stony-Poin, very stony-Woodhurst, extremely bouldery complex, 25 to 60 percent slopes",95,"Cryic","Typic","Ustic","Cryic-Ustic","Ustic-Typic","Cryic/Ustic-Typic","Cold/summer moist",1,"High"
-117.1370188,42.36108122,435,1,0,0,"warm.Pwinter","mid",67,173,43,7586,300,-100,400,-18,164,170,-25,312,35,11,28,102,44,57,93,1606,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.5018188,41.87488122,131,132,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.3274188,42.32368122,436,1,0,0,"warm.Pwinter","mid",71,169,41,7982,303,-105,408,-20,170,176,-30,289,33,11,30,99,41,52,88,1505,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4902188,41.86553122,220,221,"1,336",1336,919617,676996,"STATSGO2","US","United States","s9054","Trembles-Lander-Glendive-Comer (s9054)",28,"Frigid","Aquic","Ustic","Frigid-Ustic","Ustic bordering on Aquic","Frigid/Ustic bordering on Aquic","Cool/summer moist",1,"High"
-115.3274188,42.31433122,437,1,0,0,"warm.Pwinter","mid",70,170,41,7969,303,-105,408,-20,170,175,-30,289,33,11,30,99,41,52,88,1521,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4902188,41.87488122,132,133,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-119.4106188,42.30498122,438,1,0,0,"warm.Pwinter","mid",66,161,44,6970,280,-85,365,49,156,160,-17,297,32,11,26,90,47,57,77,1707,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4902188,41.88423122,128,129,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.3274188,42.30498122,439,1,0,0,"warm.Pwinter","mid",69,170,41,7947,301,-106,407,-21,168,173,-32,293,33,11,30,99,42,53,89,1541,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4902188,41.89358122,214,215,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.3390188,42.29563122,440,1,0,0,"warm.Pwinter","mid",67,170,41,7927,300,-108,408,-23,166,172,-33,295,34,12,30,100,43,54,90,1564,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4902188,41.91228122,211,212,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.3274188,42.29563122,441,1,0,0,"warm.Pwinter","mid",67,170,41,7936,299,-109,408,-23,166,171,-33,296,34,12,31,100,43,54,90,1562,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.87488122,133,134,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.3274188,42.28628122,442,1,0,0,"warm.Pwinter","mid",66,170,41,7927,298,-110,408,-24,165,170,-34,300,34,12,30,102,44,55,91,1589,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.89358122,215,216,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-115.2926188,42.27693122,443,1,0,0,"warm.Pwinter","mid",67,170,41,7938,300,-108,408,-22,167,172,-32,295,34,12,30,99,43,54,89,1554,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.90293122,213,214,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-117.1486188,42.24888122,444,1,0,0,"warm.Pwinter","mid",67,173,43,7588,300,-100,400,-18,164,170,-25,307,35,11,29,101,44,56,91,1628,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.91228122,212,213,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-117.1602188,42.22083122,445,1,0,0,"warm.Pwinter","mid",66,173,43,7578,299,-101,400,-19,163,168,-26,313,35,12,28,103,45,58,94,1646,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.92163122,224,225,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-119.2018188,42.17408122,446,1,0,0,"warm.Pwinter","mid",63,165,44,7072,280,-92,372,88,154,158,-22,289,31,11,25,87,46,57,77,1768,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4786188,41.93098122,223,224,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-119.0162188,42.13668122,447,1,0,0,"warm.Pwinter","mid",60,166,44,7144,277,-98,375,-20,152,156,-26,291,32,12,24,88,48,59,77,1841,"MZ V","Northern Great Basin Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4670188,41.87488122,134,135,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-116.4874188,41.36063122,448,0,1,0,"warm.Pwinter","mid",69,165,41,7741,299,-98,397,-16,169,174,-24,301,34,12,28,98,45,56,87,1773,"MZ IV","Snake River Plain Management Zone","80","Northern Basin and Range","10.1.3","Northern Basin and Range","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,"25: Sagebrush",-110.4670188,41.88423122,217,218,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-114.2138188,43.23998122,449,1,0,0,"cold.Pwinter","mid",64,158,36,9182,301,-128,429,-42,175,181,-57,343,48,11,42,138,42,52,131,1463,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4670188,41.89358122,227,228,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
-114.2950188,43.22128122,450,1,0,0,"warm.Pwinter","mid",66,157,36,9182,302,-124,426,-40,177,183,-55,342,48,11,42,138,42,51,131,1462,"MZ IV","Snake River Plain Management Zone","12","Snake River Plain","10.1.8","Snake River Plain","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS","Sagebrush steppe","25: Sagebrush",-110.4670188,41.90293122,226,227,"2,552",2552,5877909,676992,"STATSGO2","US","United States","s9050","Sunburst-Rentsac-Poposhia-Moyerson-Luhon-Blazon (s9050)",78,"Frigid","Ustic","Aridic","Frigid-Aridic","Aridic bordering on Ustic","Frigid/Aridic bordering on Ustic","Cool/dry bordering on summer moist",2,"Moderate"
